menu,bahan,langkah,hasil,kalori_kkal,lemak_g,karbohidrat_g,protein_g,serat_g,kolesterol_mg,gambar_url
Mapo Tofu,"['1. 1 sdm soy sauce', '2. 2 tbsps olive oil', '3. 100 g jamur enoki', '4. 65 g bakso daging sapi', '5. 2 sdm gochujang', '6. 200 g tahu original', '7. 4 siung garlic', '8. 1/2 sedang onions', '9. 200 gram tempeh (cooked)']","['1. Tumis bawang putih dan bawang bombay.', '2. Masukan tempe dan bakso.', '3. Masukan gochujang dan kecap.', '4. Tambahkan air dan garam, tunggu sampai mendidih dan reduced.', '5. Masukan tahu, masak kurang lebih 2 menit.']",4 porsi,261,16.34,12.61,18.16,1,0,https://m.ftscrt.com/static/recipe/7a17db21-c70a-4541-9dea-303b818be069.jpg
Mie Shirataki Soto,"['1. 2 g royco ayam', '2. 3 g lada putih bubuk', '3. 15 g bumbu indomie goreng', '4. 15 g kerupuk seblak', '5. 10 gram paprika merah manis', '6. 8 gram bawang merah', '7. 80 g mie basah matang', '8. 32 gram jeruk nipis', '9. 22 gram cabai merah atau rawit', '10. 39 gram daging dada ayam (ayam pedaging)', '11. 13 gram bawang putih', '12. 39 gram sawi putih']","['1. Haluskan bawang putih, merah, cabai dan tambahkan garam serta lada.', '2. Masak ayam dipanggang kasih bumbu bawang putih, merica dan ohaiong. Lalu masak telur gausah pake minyak pake telfon aja.', '3. Tambahkan bumbu halus dan tambahkan air jeruk nipis lalu tambahkan sayuran, shirataki, dan paprika. Kemudian tambahkan bumbu Soto Indomie secukupnya. Menyajikan.']",1 porsi,307,12.68,34.29,15.3,10.7,23,https://m.ftscrt.com/static/recipe/22959696-0618-40a3-9704-bef5c7ba88f2.jpg
Cah Kangkung Ala,"['1. 1 sdm minyak goreng', '2. 1 besar telur', '3. 2 siung bawang putih', '4. 5 gram cabai merah atau rawit', '5. 2 kecil bawang merah', '6. 59 gram kangkung']","['1. Panaskan minyak, masukkan bamer baput.', '2. Tunggu hingga harum, masukkan kangkung dan cabe rawit.', '3. Tambahkan sedikit air.', '4. Tumis kangkung hingga masak dan tidak layu.']",1 porsi,260,16.17,21.22,10.04,4.6,212,https://m.ftscrt.com/static/recipe/fc8ee1f0-1f60-4c5a-84ce-c5ca87b0aad7.jpg
Tumis Shau,"['1. 1/2 tbsp sesame oil', '2. 10 ml kecap pedas', '3. 15 g saus tiram', '4. 30 gram broccoli', '5. 75 gram carrots', '6. 15 gram green snap beans', '7. 1 sdm soy sauce (shoyu)', '8. 1/2 sdm honey']","['1. Cuci dang potong semua sayuran.', '2. Tumis bawang putih dengan minyak wijen.', '3. Masukan semua sayuran dan bumbu lalu tambahkan air.', '4. Siap disajikan.']",1 porsi,177,7.16,27.09,3.05,3.5,0,https://m.ftscrt.com/static/recipe/061a1454-8b22-49fe-a0a5-b7c51fb9f747.jpg
Rolade Sehat,"['1. 1/2 sdm minyak goreng', '2. 15 ml kecap asin', '3. 50 ml susu uht full cream', '4. 40 g rolled oat', '5. 100 gram dada ayam', '6. 130 gram tahu', '7. 4 besar telur', '8. 1 sdt minyak wijen', '9. 200 gram wortel']","['1. Campur semua bahan dengan chopper, kecuali 3 telur dan susu. Beri penyedap rasa, campur sampai rata.', '2. Kocok 3 telur dengan susu, dadar di teflon anti lengket.', '3. Lalu di bentuk seperti rolade dan kukus. Sudah siap disajikan.']",40 porsi,24,1.21,1.37,1.84,0.2,23,https://m.ftscrt.com/static/recipe/60585fe8-d7a8-4d88-a2c6-8fb7e5544ff6.jpg
Ayam Lada Hitam,"['1. 1 gram young green onions', '2. 3 g lada putih bubuk', '3. 1 sdm minyak goreng', '4. 60 g saus teriyaki lada hitam', '5. 230 gram chicken breast', '6. 30 gram paprika', '7. 16 gram onions']","['1. Panfry ayam.', '2. Tumis bahan kering.', '3. Masukkan bumbu.']",2 porsi,362,15.83,20.21,36.28,5.7,96,https://m.ftscrt.com/static/recipe/aa612f1e-d288-4aa9-ac17-9f21ade07184.jpg
NasGor Receh,"['1. 25 g sosis ayam kombinasi', '2. 50 gram nasi putih', '3. 50 g mie basah matang', '4. 1 sdm cabai merah atau rawit', '5. 1 siung bawang putih']","['1. Tumis bawang putih sampai harum.', '2. Masukkan cabai yang telah di haluskan.', '3. Tambahkan sosis dan mie shirataki.', '4. Tambahkan nasi tunggu sampai di rasa sudah cukup matang.', '5. Jika suka bisa di tambahkan telur ceplok,telur rebus atau bakso.']",1 porsi,140,4.08,22.44,5.16,3.7,0,https://m.ftscrt.com/static/recipe/784c037d-2270-42db-bd24-1ff36231581e.jpg
Tongseng Bango dan Fiber Chreme,"['1. 1 sdm pengganti kecap manis', '2. 5 sdt fiber creme', '3. 26 g tongseng khas solo', '4. 145 gram dada ayam (kulit tidak dimakan)', '5. 120 gram tomat', '6. 15 gram cabai merah atau rawit', '7. 300 gram kubis', '8. 20 gram daun bawang', '9. 20 gram sereh', '10. 95 gram daging sapi (95% tanpa lemak / 5% lemak)']","['1. Tumis daging dan bumbu bango.', '2. Masukan air fiber chreme dan bumbu lainnya sampai menyusut.', '3. Masukan kubis dan cabai.', '4. Matikan api kemudian masukan faun bawang dan potongan tomat.']",2 porsi,360,10.68,34.11,36.39,8.9,90,https://m.ftscrt.com/static/recipe/f71afba1-d46d-4273-b97b-ae8932e53411.jpg
Bakso di Soup,"['1. 5 gram kaldu jamur', '2. 40 gram bawang bombay', '3. 50 g tepung tapioka', '4. 200 gram daging sapi giling', '5. 100 gram kecambah', '6. 100 gram pakcoy', '7. 1 sdt bawang putih bubuk', '8. 1 sejumput lada hitam', '9. 1 sdt garam', '10. 2 siung bawang putih', '11. 10 gram cabai merah atau rawit', '12. 20 gram daun bawang', '13. 300 gram tahu kukus']","['1. Buat adonan bakso dengan cara campurkan tapioka, daging sapi giling, bombay dan bubuk bawang putih serta lada garam. Aduk hingga rata. Dan bulatkan dengan tangan satu per satu. Masukan satu per satu ke dalam air mendidih.', '2. Cincang bawang putih dan daun bawang. Masukan ke dalam kuah. Serta lada garam dan kaldu jamur.', '3. Rebus sayur pokcoy dan toge dalam panci terpisah.', '4. Tunggu hingga bakso matang dan mengapung ke atas. Masukan tahu. Tunggu sampai smua matang. Sajikan bersama toge dan pokcoy rebus sera tambahkan cabai rawit jika suka.']",4 porsi,242,13.64,9.99,20.65,1.8,44,https://m.ftscrt.com/static/recipe/30d324ca-bd61-488c-a2e0-7b1b9c075890.jpg
Cauliflower Nasi Goreng,"['1. 3 g kaldu rasa jamur', '2. 1 sdm kecap manis', '3. 10 ml kecap inggris', '4. 1 irisan tebal chicken breast', '5. 3 sdt minced garlic', '6. 4 1/2 sdt chili', '7. 1 besar egg', '8. 1 mangkok chinese cabbage', '9. 3 cups cauliflower', '10. 1 sdt olive oil', '11. 1 mangkok, irisan red onions']","['1. Sangrai di wajan kembang kol sampai berubah warna dan agak kering, lalu sisihkan.', '2. Tumis pakai olive oil bawang merah dan bawang putih sampi berubah warna dan harum lalu masukan cabai, ayam, tambahkan air masak sampai ayam matang sempurna lalu masukan telur aduk aduk sampai matang dan tambah kan air sedikit, kecap, kecap asin, kaldu jamur dll masak sampai semua bumbu meresap.', '3. Masukan kembanh kol, aduk aduk dengan semua bahan diatas, tambahkan lagi sedikit air dengan tujuan supaya semua rasa meresap kedalam kembang kol, masak sampai kembanh kok agak berubah warna dan rasa tekstur sudah mirip seperti ""nasi"" goreng.']",2 porsi,184,6.57,23.67,11.36,5.4,116,https://m.ftscrt.com/static/recipe/16cf7cb1-cfeb-4696-bf81-dbdb98991bee.jpg
Chicken Tandoori,"['1. 1 sdt minced garlic', '2. 50 g greek yogurt', '3. 2 kecil chicken thigh', '4. 1 tsp coriander seed', '5. 2 sdt cumin', '6. 1 tbsp fenugreek seed', '7. 1 tsp paprika', '8. 1 sejumput black pepper', '9. 2 sdt turmeric (ground)', '10. 1 sejumput salt', '11. 1 sdt ginger']","['1. Bersihkan ayam. Boleh pakai kulit boleh tidak. Bumbui ayam dengan lada dan garam.', '2. Untuk bumbu marinasi, pertama-tama masukkan greek yoghurt ke mangkuk, campur dengan bumbu bubuk ketumbar, jinten, kunyit, paprika, garam menyesuaikan.', '3. Haluskan 2 butir bawang putih dengan 1 ruas jahe. Kalau suka pedas bisa tambahkan cabe, tapi sebisa mungkin gunakan cabe kering yang sudah jadi bubuk. Tambahkan bumbu halus ke mangkuk dan aduk hingga merata bersama dengan yoghurt dan bumbu bubuk lainnya.', '4. Buat guratan di daging ayam hingga menyentuh tulang.', '5. Lumurkan bumbu marinasi ke ayam hingga merata. Biarkan dahulu di dalam kulkas setidaknya 6 jam atau diamkan semalaman. Fungsinya untuk melunakkan daging ayam dan agar bumbunya meresap.', '6. Setelah didiamkan, keluarkan ayam dari kulkas. Panaskan wajan (boleh pakai minyak 1 sdm).', '7. Masukkan ayam ke wajan dengan kulit menghadap bawah. Bolak balik ayam hingga matang, sekitar 7 menit sambil sedikit-sedikit dilumuri lagi dengan sisa bumbu marinasi.']",2 porsi,218,12.81,9.05,17.41,2.8,58,https://m.ftscrt.com/static/recipe/d4f21281-6585-4267-a696-7ef1010da743.jpg
Nasi Goreng China,"['1. 3 g lada putih bubuk', '2. 1 sdm margarin', '3. 20 g sayur toge', '4. 20 g saus tiram', '5. 1 sdm kecap asin (kedelai)', '6. 1 besar telur', '7. 2 mangkok, dimasak nasi putih', '8. 1 sejumput lada hitam', '9. 1 sdt garam', '10. 1 sdm minyak wijen', '11. 2 siung bawang putih', '12. 30 gram wortel', '13. 3 sedang bawang merah', '14. 100 gram sawi hijau']","['1. Panaskan margarin, tumis bawang hingga harum kemudian masukan telur dan sayuran.', '2. Masukan nasi putih, aduk2 jangan lupa beri kecap asin, minyak wijen, saos tiram dan garam(opstional ya kalo kurang asin) dan lada.', '3. Aduk hingga tercampur rata. Nikmati.']",2 porsi,451,14.27,67.2,14.04,4,106,https://m.ftscrt.com/static/recipe/d2783c03-6082-46ed-a922-18ddfbef0ffc.jpg
Tumis Ayam Jamur Tempe,"['1. 3 kecil cooked mushrooms (fat added in cooking)', '2. 1 small red onion', '3. 100 g saus tiram', '4. 1/2 kecil chicken breast', '5. 1 medium onion', '6. 6 tbsps chili', '7. 2 green hot chili peppers', '8. 1 cup pieces mushrooms (with salt, drained, cooked, boiled)', '9. 100 gram tempeh (cooked)']","['1. Tumis bawang dan cabe (tanpa minyak).', '2. Masukkan ayam dan tempe. Masak sampai matang.', '3. Masukkan jamur + beri sedikit air.', '4. Beri saori saus tiram, dan koreksi rasa.']",1 porsi,662,24.51,62.9,56.15,10,84,https://m.ftscrt.com/static/recipe/75000ddf-7b45-4399-a8de-badc6ea3172f.jpg
Capcay Ayam Kuah tanpa Minyak,"['1. 1,5 g kaldu rasa jamur', '2. 10 gram tomat', '3. 1 sdt garam', '4. 80 gram dada ayam (kulit tidak dimakan)', '5. 10 gram bawang bombay', '6. 40 gram sawi hijau', '7. 1/2 sdm saus tiram', '8. 1 siung bawang putih', '9. 40 gram wortel', '10. 40 gram kembang kol', '11. 40 gram sawi putih']","['1. Cuci sayuran dan ayam.', '2. Geprak bawang putih hingga halus.', '3. Tumis bawang putih dan bombay dan wortel di teflon tanpa minyak.', '4. Masukan air secukupnya,.', '5. Jika sudah mendidih masukan bumbu sesuai selera (garam,saus tiram,kaldu jamur).', '6. Masukan ayam masak hingga matang,.', '7. Masukan sayuran.', '8. Koreksi rasa , selesai.']",2 porsi,91,1.6,5.52,13.65,1.4,34,https://m.ftscrt.com/static/recipe/ba7e96e2-8277-4905-b4a8-bb56214373dd.jpg
Sohun Goreng,"['1. 10 g bumbu racik nasi goreng', '2. 1 sdm minyak goreng', '3. 100 gram dada ayam', '4. 120 gram tomat', '5. 240 gram kecambah', '6. 40 gram bawang merah', '7. 80 gram sawi', '8. 110 gram mentimun (dengan kulit)', '9. 18 gram bawang putih', '10. 50 gram sohun', '11. 60 gram tempe']","['1. Rendam sohun dngn air panas 5 menit kemudian tiriskan.', '2. Iris bawang merah dan bawang putih. Kemudian potong dadu dada ayam dan tempe.', '3. Tumis bawang merah dan bawang putih sebentar. Kemudian masukkan dada ayam dan tempe.', '4. Masukkan toge dan sawi aduk2. Jngan lupa bumbu nasi goreng instannya ya\nTerakhir masukkan sohun nya tumis hingga matang.', '5. Sajikan dengan irisan mentimun dan tomat.']",2 porsi,392,13.1,44.58,27.31,5.7,42,https://m.ftscrt.com/static/recipe/17dd0d3f-746c-4445-9b64-b7f37d23dc82.jpg
Ayam Geprek Low Calori,"['1. 40 g rolled oats', '2. 1 sedang telur', '3. 1 1/2 sdm cabai merah atau rawit', '4. 1 sdm minyak sayur canola', '5. 4 siung bawang putih', '6. 137 gram dada ayam']","['1. Iris tipisâ€\x9d dada ayam.', '2. Baluri telur.', '3. Blender rolled oat untuk jadi tepung.', '4. Balurkan ayam dengan tepung rolled oat.', '5. Goreng ayam pakai minyak canola 1 sdm.', '6. Uleg cabai dan bawang putih sesuai selera.']",2 porsi,329,16.74,18.11,26.57,3.4,150,https://m.ftscrt.com/static/recipe/eabdfa03-a087-43f4-8d8c-1bfeca1b297f.jpg
Oseng Buncis Tempe,"['1. 1 sdm kecap manis', '2. 62 gram tempe goreng', '3. 1/4 sdt garam', '4. 1 sdm saus tiram', '5. 16 gram cabai merah atau rawit', '6. 3 sedang bawang merah', '7. 3 siung bawang putih', '8. 90 gram buncis']","['1. Tempe yang sudah digoreng dipotong kotak-kotak,Buncis potong sesuai selera.', '2. Tumis bamer , baput & cabe hingga harum.', '3. Masukan tempe yang sudah digoreng & buncis.', '4. Tambahkan kecap, saus tiram, garam , dan air seckupnya.\nLalu tunggu hingga matang & air menyusut.']",2 porsi,213,6.32,36.33,7.93,6.3,0,https://m.ftscrt.com/static/recipe/cd166886-7814-47aa-a887-b63f43cb165b.jpg
Nasi Goreng Oatmeal,"['1. 1/2 takaran lada putih bubuk', '2. 1 1/2 sdt bawang putih cincang', '3. 4 sendok makan instant oatmeal', '4. 1 sdm margarin', '5. 1/2 sdt garam', '6. 1 sdm kecap manis', '7. 1/2 daun bawang', '8. 50 gram buncis', '9. 50 gram wortel', '10. 100 ml air']","['1. Cincang bawang putih dan potong sayuran yang telah dicuci.', '2. Panaskan teflon lalu masukan margarin hingga mencair.', '3. Tumis baput cincang hingga harum.', '4. Masukan air, disusul dengan sayuran.', '5. Tumis sayuran hingga setengah matang lalu masukan daun bawang dan oatmeal.', '6. Terakhir masukan bumbu seperti kecap,garam,dan lada.']",1 porsi,336,12.31,53.09,7.7,7.1,0,https://m.ftscrt.com/static/recipe/25599d7d-d772-446a-abb6-c9c15f5378b2.jpg
Nasgor Merah,"['1. 1 ml minyak goreng', '2. 10 gram bawang merah', '3. 78 gram telur', '4. 130 gram nasi merah', '5. 10 gram cabai merah atau rawit', '6. 40 gram sawi hijau', '7. 10 gram bawang putih']","['1. Potong bawang cabe lalu tumis masukan telur hingga matang masukan sawi hingga layu masukan nasi dan tambahkan garam.', '2. Angkat nasgor jika sudah matang.', '3. Sajikan d piring.']",1 porsi,322,11.69,41.06,15.67,5.7,330,https://m.ftscrt.com/static/recipe/c3fa8c42-88d6-40db-8f3b-72ee7b6dcdad.jpg
Mentai Shirataki,"['1. 18 ml saus sambal', '2. 3 tbsps sesame oil', '3. 100 g mie kering', '4. 64 g crab stick', '5. 3 sdm mayonnaise']","['1. Rebus mie shirataki.', '2. Campurkan mie shirataki dengan sejumput garam dan minyak wijen.', '3. Tata di ramekin, tambahkan crab stick rebus, dan beri mentai.', '4. Bakar menggunakan gas torch.']",2 porsi,352,27.77,24.27,2.2,2,6,https://m.ftscrt.com/static/recipe/c070cb47-4325-4c25-bcc0-ec46acff2a7d.jpg
Sundubu jigae ala Indonesia,"['1. 1 porsi sambal matah', '2. 1 sedang telur', '3. 1 daun bawang', '4. 500 gram air', '5. 100 gram tahu']","['1. Masak air hingga mendidih', '2. Masukkan tahu sekitar 5 potong', '3. Masukkan garam, merica, dan bubuk bawang putih secukupnya, boleh ditambahkan bawang merah', '4. Setelah dimasak sekitar 5 menit, masukkan telur', '5. Masak sampai telur dan tahu matang', '6. Terakhir beri daun bawang yang sudah diiris-iris']",1 porsi,218,11.13,16.82,15.29,2,187,https://m.ftscrt.com/static/recipe/c04c2b45-ead3-41bf-95ac-3044044fa40c.jpg
Kangkung Tumis,"['1. 23 g saus tiram', '2. 3 sdm minyak goreng', '3. 100 g saus tiram', '4. 1 sdm cabai merah atau rawit', '5. 1 kecil bawang merah', '6. 300 gram kangkung', '7. 1 siung bawang putih', '8. 1 irisan tomat merah']","['1. Iris kangkung dan bahan lain nya pisahkan.', '2. Tumis bahan.', '3. Lalu masukan kangkung, Saori dan sedikit air.', '4. Tunggu sampai kangkung masak dan siap disajikan.']",1 porsi,450,32.4,35.27,10.93,9.1,0,https://m.ftscrt.com/static/recipe/412f55e6-de55-4504-b6fe-03a7bf1a7aef.jpg
Sayur Bayam Bening,"['1. 1 sdm cabai merah atau rawit', '2. 1 iris, tipis bawang', '3. 150 gram bayam']","['1. Bersihkan sayur.', '2. Rebus air sampai mendidih.', '3. Masukkan kembali bayam sampai tidak keras lagi. Menyajikan.']",1 porsi,55,1.51,9.35,5.01,4.8,0,https://m.ftscrt.com/static/recipe/afb0694b-6fc8-4325-9ab7-9fe254bc0b36.jpg
Sup Telur,"['1. 3 g lada putih bubuk', '2. 25 gram kaldu jamur', '3. 25 g sosis ayam', '4. 1 besar telur', '5. 1 mangkok, segar sawi dimasak (dari segar)', '6. 1 sdt garam']","['1. Kocok telur dan campurkan garam.', '2. Didihkan air dan jika air sudah mendidih masukkan telur kocok.', '3. Kemudian masukkan sosis dan sawi bersama kaldu dan merica.']",1 porsi,187,10.95,10.99,12.24,0,0,https://m.ftscrt.com/static/recipe/051eed7e-198e-4be3-9de2-397123bddc89.jpg
Sup Tomat,"['1. 3 g lada putih bubuk', '2. 100 gram tomat', '3. 115 g royco kaldu rasa sapi', '4. 1 besar putih telur', '5. 1 siung bawang putih', '6. 200 gram tahu', '7. 1 gelas air']","['1. Potong-potong tomat dan bawang putih lalu blender dengan air sampai halus.', '2. Masak sampai mendidih lalu masukkan tahu yang sudah dipotong dadu.', '3. Setelah kuah berkurang masukkan putih telur.', '4. Tambahkan royco dan lada bubuk, tes rasa hingga sesuai yang diinginkan.', '5. Setelah matang tambahkan daun bawang dam hidangkan.']",1 porsi,206,10.18,11.35,20.61,0,0,https://m.ftscrt.com/static/recipe/0447fff8-03f0-40cd-8119-adf1eff5c7d0.jpg
Sup Labu Telur,"['1. 4 g bumbu penyedap rasa sapi', '2. 5 ml minyak goreng', '3. 15 g bihun jagung', '4. 2 sedang telur', '5. 1 sdt garam', '6. 40 gram tahu', '7. 2 siung bawang putih', '8. 1 gelas air', '9. 160 gram labu']","['1. Rebus bihun hingga matang, sisihkan.', '2. Kupas dan bersihkan labu potong dadu, sisihkan.', '3. Tumis bawang putih, masukkan telur dan aduk hingga matang.', '4. Tambahkan air, masukkan lahu dan tahu.']",2 porsi,166,7.74,14.08,8.25,0,0,https://m.ftscrt.com/static/recipe/a25ba145-6369-44ac-862d-09b10f851181.jpg
Bakso dan Sup Telur,"['1. 40 g telur ayam kampung', '2. 45 g bakso sapi', '3. 250 ml air mineral', '4. 50 g fish roll', '5. 48 g crab stick', '6. 1/2 slice soft silken tofu']","['1. Didihkan air.', '2. Setelah didih masukan telur.', '3. Lalu di aduk sebentar dan masukan semua bahan.', '4. Tambahkan sedikit penyedap,gula,bawang putih bubuk,dan lada hitam.']",1 porsi,362,14.38,27.84,30.02,0,0,https://m.ftscrt.com/static/recipe/b77c8c64-ae8f-42e6-9fa3-6f8ac208ed92.jpg
Sop Sayur,"['1. 1,25 g bumbu racik sayur sop', '2. 5 gram kaldu jamur', '3. 1 sdm minyak goreng', '4. 1 sejumput garam', '5. 50 gram buncis', '6. 50 gram kentang rebus', '7. 1/2 kepala, kecil kubis', '8. 1 kecil wortel', '9. 1/2 untai seledri', '10. 1/2 siung bawang putih', '11. 1/2 daun bawang', '12. 100 gram brokoli']","['1. Tumis bawang putih hingga harum dan berubah warna, kemudian tambah air hingga mendidih.', '2. Setelah mendidih, masukkan sayuran dimulai dari yg keras seperti wortel, buncis, kentanh.', '3. Tambahkan bumbu racik, garam dan kaldu jamur.', '4. Koreksi rasa. Siap dihidangkan.']",1 porsi,321,11.17,52.12,11.34,0,0,https://m.ftscrt.com/static/recipe/4d5162f3-562a-4773-8bca-b8b45e46a04a.jpg
Sup Telur Jagung,"['1. 1 sdt bawang putih cincang', '2. 1 irisan tipis ayam', '3. 600 ml air mineral', '4. 1 besar telur rebus', '5. 100 gram wortel dimasak', '6. 100 gram bawang bombay dimasak', '7. 1 sdt garam', '8. 1 mangkok jagung manis kuning', '9. 1 mangkok daun bawang']","['1. Tumis bawang putih & bombay.', '2. Jika sudah harum masukan kurleb air.', '3. Masukan ayam, wortel, jagung , diamkan kurleb 20menit.', '4. Lalu kocok telur lalu masukan, setelah itu masukan jg daun bawang.', '5. Tambahkan garam dan merica setelah itu dicicip.', '6. Sudah biss dihidangkan.']",2 porsi,217,7.41,33.0,8.48,0,0,https://m.ftscrt.com/static/recipe/c36b3f65-9f04-4565-91c4-2894d8908415.jpg
Bakso Lohoa,"['1. 3 g lada putih bubuk', '2. 10 g tepung tapioka', '3. 100 g jamur kuping', '4. 1 besar telur', '5. 100 gram bihun panjang', '6. 100 gram wortel dimasak', '7. 230 g royco kaldu rasa sapi', '8. 1 sdt garam', '9. 2 siung bawang putih', '10. 1 mangkok daun bawang', '11. 100 gram daging dada ayam (ayam pedaging)']","['1. Choper/ haluskan dada ayam beserta 2 siung bawang putih,1 butir telur , 1sdm tepung maizena / tapioka , garam , lada ,beserta kaldu sapi bubuk . Choper hingga halus.', '2. Pindahkan ke wadah / baskom gilingan ayam yg sudah halus.', '3. Potong wortel, jamur kuping dan daun bawang potong kotak kecil. Lalu masukkan pada gilingan ayam tadi.', '4. Masukan bihun jagung kedalam adonan baso, aduk rata lalu di bentuk adonan baso bulat2 bisa dengan sendok / dengan tangan.', '5. Rebus dalam air mendidih sampai baso terapung di atas, itu tandanya sudah matang . Bisa di sajikan dengan resep kuah baso / kuah sop.. Selamat mencoba.']",10 porsi,42,1.0,4.87,3.59,0,0,https://m.ftscrt.com/static/recipe/b480759e-cf19-40e1-9d8c-e80c5538c8ae.jpg
Sawi Tahu,"['1. 1 sedang telur', '2. 58 g bakso udang', '3. 1/2 sdt garam', '4. 1 siung bawang putih', '5. 112 gram tahu', '6. 117 gram pakcoy', '7. 1/2 sdt gula pasir', '8. 10 ml air']","['1. Rebus bola udang, tahu, pakcoy. Tiriskan.', '2. Urak arik telur dan bawang putih tanpa minyak.', '3. Masukkan semua bahan dlm satu wadah, beri gula garam penyedap sedikit saja.', '4. Beri air sedikit saja, tunggu sebentar. Angkat. Sajikan.']",1 porsi,246,11.19,18.6,19.47,0,0,https://m.ftscrt.com/static/recipe/ec9f6427-a1c8-40b9-b401-3764138fb446.jpg
Sup Daging Tahu,"['1. 3 g lada putih bubuk', '2. 20 gram bawang merah', '3. 2 sdm minyak goreng', '4. 150 gram daging sapi', '5. 100 gram tahu', '6. 60 gram bawang bombay', '7. 230 g royco kaldu rasa sapi', '8. 1 sdt jinten', '9. 1 sdt garam', '10. 3 siung bawang putih', '11. 1 sdt jahe', '12. 125 gram wortel', '13. 100 gram jagung manis kuning', '14. 150 gram kentang rebus', '15. 1 daun bawang', '16. 700 ml air']","['1. Daging sapi sebelumnya sudah direbus terlebih dahulu.', '2. Halus lada, jintan, jahe, bawang putih dan bawang merah.', '3. Tumis bumbu halus, tambahkan bawang Bombay yang sudah di potong-potong, setelah itu tambahkan air biarkan sampai mendidih.', '4. Tambah semua bahan, test rasa.', '5. Masak sampai mendidih.']",4 porsi,269,14.19,22.49,14.42,0,0,https://m.ftscrt.com/static/recipe/79fe14e7-521b-4a01-9334-dced8c9d6f70.jpg
